본부,사업분야,HJCD,현장명,공무,준공일자,UPGJ,GJSEQ,업체코드,최종차수,계약번호,업체명,업체공종,최종실행금액,품의포함실행,최종계약_공급가액,낙찰율,품의포함_낙찰율,기성지급액,기성집행율,계약잔여일수,정산합의서상태2,정산합의사유(합의부도타절등)
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3103,04,93402,03,3103-04-93402-03,(주)대혜건축,3103-인테리어공사,"     693,843,466","     693,900,000","     693,900,000",100.01,100,"     693,900,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3103,05,99009,12,3103-05-99009-12,(주)엑사이엔씨,3103-인테리어공사,"   5,075,898,199","   5,073,400,000","   5,073,400,000",99.95,100,"   5,073,400,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3103,06,86765,08,3103-06-86765-08,(주)엘엑스하우시스,3103-인테리어공사,"   2,825,441,589","   2,828,000,000","   2,828,000,000",100.09,100,"   2,828,000,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3123,01,86765,05,3123-01-86765-05,(주)엘엑스하우시스,3123-AL창호공사,"   2,561,874,372","   2,486,050,000","   2,486,050,000",97.04,100,"   2,486,050,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3140,01,84239,05,3140-01-84239-05,영평엔지니어링(주),3140-도장공사,"     988,130,285","   1,040,000,000","   1,040,000,000",105.25,100,"   1,040,000,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3150,01,10587,12,3150-01-10587-12,태흥건설(주),3150-일반철물공사,"   8,336,130,502","   8,402,050,000","   8,402,050,000",100.79,100,"   8,402,050,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3150,02,10587,10,3150-02-10587-10,태흥건설(주),3150-일반철물공사,"     758,802,334","     758,900,000","     758,900,000",100.01,100,"     758,900,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3162,01,96540,05,3162-01-96540-05,(주)삼우이앤아이,3162-지붕판금공사,"   2,255,210,846","   3,208,900,000","   3,208,900,000",142.29,100,"   3,208,900,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3162,02,93402,06,3162-02-93402-06,(주)대혜건축,3162-지붕판금공사,"   2,321,389,220","   2,321,400,000","   2,321,400,000",100,100,"   2,321,400,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3181,02,04705,14,3181-02-04705-14,반도엔지니어링(주),3181-철거/해체공사,"     854,916,513","     854,700,000","     854,700,000",99.97,100,"     854,700,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3210,01,97635,02,3210-01-97635-02,한성피씨건설(주),3210-PC제작설치공사,"   2,124,741,859","   2,524,700,000","   2,524,700,000",118.82,100,"   2,524,700,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,4000,01,17528,10,4000-01-17528-10,주식회사 대영전설,4000-전기일반공사,"  18,684,996,557","  18,670,000,000","  18,670,000,000",99.92,100,"  18,670,000,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,4000,02,07308,08,4000-02-07308-08,(주)범일기전,4000-전기일반공사,"   5,205,254,175","   5,205,300,000","   5,205,300,000",100,100,"   5,205,300,000",100, ,정산합의완료,타절
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,5000,01,83491,07,5000-01-83491-07,존슨콘트롤즈인터내셔널코리아(주),5000-설비공사,"   6,919,144,335","   7,695,923,000","   7,695,923,000",111.23,100,"   7,695,923,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,5000,02,83490,05,5000-02-83490-05,지에스네오텍(주),5000-설비공사,"     384,324,550","     523,200,000","     523,200,000",136.13,100,"     523,200,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,5000,03,83491,10,5000-03-83491-10,존슨콘트롤즈인터내셔널코리아(주),5000-설비공사,"  13,885,407,022","  15,377,400,000","  15,377,400,000",110.75,100,"  15,377,400,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,5000,04,83490,09,5000-04-83490-09,지에스네오텍(주),5000-설비공사,"   6,622,149,434","   6,622,550,000","   6,622,550,000",100.01,100,"   6,290,000,000",94.98,48, ,
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,5000,05,17001,01,5000-05-17001-01,(주)신성이엔지,5000-설비공사,"     649,673,188","   1,343,350,000","   1,343,350,000",206.77,100,"     710,000,000",52.85,48, ,
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,5062,01,07800,03,5062-01-07800-03,(주)로몬이엔씨,5062-T.A.B,"      22,810,262","      19,800,000","      19,800,000",86.8,100,"      19,800,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,5071,01,17521,08,5071-01-17521-08,(주)진성아이엔디,5071-클린룸설비공사,"     358,691,453","     737,650,000","     737,650,000",205.65,100,"     617,500,000",83.71,48, ,
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,5100,01,93714,01,5100-01-93714-01,(주)문화지엔코,5100-GAS배관공사,"      60,113,026","      58,060,000","      58,060,000",96.58,100,"      58,060,000",100, ,정산합의완료,합의
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,1010,02,11001,04,1010-02-11001-04,제우크린서브(주),1010-OPEN 기타,"   1,343,608,055","   1,630,111,000","   1,630,111,000",121.32,100,"   1,577,626,000",96.78,79, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,1011,01,04640,03,1011-01-04640-03,진성티에스(주),1011-가설사무실공사,"     238,599,417","     239,715,450","     239,715,450",100.47,100,"     239,715,450",100, ,정산합의완료,합의
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,1012,01,04717,03,1012-01-04717-03,대산산업(주),1012-가설펜스공사,"     135,334,000","     137,382,500","     136,374,500",100.77,99.27,"     122,947,600",90.15,79, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,1013,01,83516,07,1013-01-83516-07,(주)세방테크,1013-가설용수공사,"     185,044,000","     185,044,000","     189,475,000",102.39,102.39,"     184,412,000",97.33,79, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,1110,01,12587,04,1110-01-12587-04,(주)태영산업,1110-안전시설물공사,"         860,000","     263,676,000","     263,676,000",30660,100,"     235,925,860",89.48,18, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,1110,02,04634,01,1110-02-04634-01,에이치케이안전시스템(주),1110-안전시설물공사,"       3,134,487","       6,252,987","       3,228,250",102.99,51.63,"       3,228,250",100, ,정산합의완료,합의
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,1120,01,96554,03,1120-01-96554-03,(주)대형에스엘,1120-균열보수공사,"         212,000","      53,261,000","      53,261,000",25123.11,100,"      12,016,000",22.56,79, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3020,01,93204,07,3020-01-93204-07,인성개발(주),3020-건축토공사,"   3,554,559,174","   3,792,940,000","   3,792,940,000",106.71,100,"   3,401,090,000",89.67,79, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3020,02,93204,07,3020-02-93204-07,인성개발(주),3020-건축토공사,"   5,383,997,995","   5,936,790,000","   5,936,790,000",110.27,100,"   5,481,936,000",92.34,79, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3020,03,93204,01,3020-03-93204-01,인성개발(주),3020-건축토공사,               0,"     206,678,000","     206,678,000",,100,"      79,740,000",38.58,171, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3022,01,99740,04,3022-01-99740-04,홍지기술산업(주),3022-파일공사,               0,"     367,775,130","     376,663,180",,102.42,"     367,775,130",97.64, ,정산합의완료,합의
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3030,02,91010,09,3030-02-91010-09,(주)토방건설,3030-철근콘크리트공사,"   7,583,476,680","   8,081,412,000","   8,081,412,000",106.57,100,"   7,815,900,000",96.71,79, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3030,04,91010,06,3030-04-91010-06,(주)토방건설,3030-철근콘크리트공사,"   9,238,621,410","  10,024,091,350","  10,024,091,350",108.5,100,"  10,024,091,350",100, ,정산합의완료,합의
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3030,06,09001,01,3030-06-09001-01,대흥건설(주),3030-철근콘크리트공사,"      59,732,000","     890,127,000","     890,132,000",1490.21,100,"     261,500,000",29.38,171, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3039,02,87163,05,3039-02-87163-05,인창기건(주),3039-철골공사,"  16,293,455,958","  17,416,539,000","  17,416,539,000",106.89,100,"  16,869,432,200",96.86,18, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3039,03,15064,05,3039-03-15064-05,(주)센코어테크,3039-철골공사,"  13,744,155,791","  13,878,785,780","  13,878,785,780",100.98,100,"  13,878,785,780",100, ,정산합의완료,합의
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3039,05,87163,01,3039-05-87163-01,인창기건(주),3039-철골공사,"      17,745,000","     578,640,000","     578,790,000",3261.71,100.03,"      13,180,000",2.28,79, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3039,06,87163,01,3039-06-87163-01,인창기건(주),3039-철골공사,               0,"     498,008,000","     498,008,000",,100,"     448,200,000",90,171, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3041,01,84239,05,3041-01-84239-05,영평엔지니어링(주),3041-내화단열공사,"   4,561,945,243","   4,793,590,000","   4,793,590,000",105.08,100,"   4,675,980,000",97.55,79, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3042,02,98744,02,3042-02-98744-02,(주)덕신하우징,3042-데크공사,"   3,786,727,230","   3,800,704,170","   3,800,704,170",100.37,100,"   3,800,704,170",100, ,정산합의완료,합의
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3042,03,98744,01,3042-03-98744-01,(주)덕신하우징,3042-데크공사,               0,"     163,307,000","     163,307,000",,100,"     114,000,000",69.81,171, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3060,01,83171,04,3060-01-83171-04,세우건업(주),3060-습식공사,"   1,273,910,600","   1,646,597,000","   1,646,597,000",129.26,100,"   1,562,681,000",94.9,79, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3070,01,09588,03,3070-01-09588-03,(주)해원이엔씨,3070-방수공사,"   1,146,001,336","   1,254,342,000","   1,254,340,000",109.45,100,"   1,179,180,000",94.01,79, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3070,02,09588,01,3070-02-09588-01,(주)해원이엔씨,3070-방수공사,               0,"      83,862,000","      83,862,000",,100,               0,0,171, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3101,01,99009,05,3101-01-99009-05,(주)엑사이엔씨,3101-칸막이/경량천정공사,"  15,920,609,244","  17,058,130,000","  17,058,130,000",107.14,100,"  16,141,560,000",94.63,79, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3123,01,86765,03,3123-01-86765-03,(주)엘엑스하우시스,3123-AL창호공사,"   1,347,231,725","   1,396,040,000","   1,396,040,000",103.62,100,"   1,281,895,000",91.82,79, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3140,01,99770,03,3140-01-99770-03,(주)거산코아트,3140-도장공사,"   1,167,151,588","   1,288,550,000","   1,288,550,000",110.4,100,"   1,243,690,200",96.52,79, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3150,02,10587,04,3150-02-10587-04,태흥건설(주),3150-일반철물공사,"   4,456,823,913","   4,946,710,000","   4,946,710,000",110.99,100,"   4,876,903,300",98.59,79, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3150,04,10587,03,3150-04-10587-03,태흥건설(주),3150-일반철물공사,"   1,666,008,077","   1,847,167,000","   1,847,167,000",110.87,100,"   1,827,300,000",98.92,79, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3162,01,10587,07,3162-01-10587-07,태흥건설(주),3162-지붕판금공사,"   5,431,284,779","   7,672,378,000","   7,672,378,000",141.26,100,"   7,448,016,000",97.08,79, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3162,03,10587,03,3162-03-10587-03,태흥건설(주),3162-지붕판금공사,"   1,607,696,582","   1,864,390,000","   1,864,390,000",115.97,100,"   1,832,240,000",98.28,18, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,3162,04,10587,01,3162-04-10587-01,태흥건설(주),3162-지붕판금공사,               0,"     563,169,000","     563,169,000",,100,               0,0,171, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,4000,02,84492,03,4000-02-84492-03,(주)미동이엔씨,4000-전기일반공사,"  11,527,610,111","  12,887,697,000","  12,887,697,000",111.8,100,"  12,886,784,150",99.99,79, ,
건축.주택,건축,211110,LGES오창2산단자동차베터리공장신축공사(충북),백승원 책임,2024-08-31,4220,01,08699,04,4220-01-08699-04,(자)보광전기,4220-가설전기공사,"     423,553,526","     425,283,000","     425,283,000",100.41,100,"     425,283,000",100, ,정산합의완료,합의
